Title,Body,Stars
Un buon acquisto,Ero una delle poche che ancora non ce l aveva  la utilizzo principalmente per la diffusione del suono e per ascoltare musica ,"5,0"
Indispensabile,"Audio fantastico, facile da usare, stile elegante","4,0"
ECHO DOT,Il dispositivo è facile da istallare   ha un buon riconoscimento vocale ed una buona qualità del suono   consiglio l acquisto,"5,0"
Microfono migliorato e sensore di temperatura!,                    Impossibile caricare il contenuto multimediale                    Alexa è ancora più reattiva nella sua quinta versione  Ora ha anche un sensore di temperatura che potrà dirvi grandi gradi ci sono nella vostra stanza  Il microfono inoltre è più ricettivo   La configurazione è più rapida se associate il vostro account già all acquisto   Rimane ancora un po  limitata su alcune cose ,"5,0"
Semplicemente perfetto,Semplice da installare  Riconosce bene la voce di qualsiasi persona  L audio é molto buono per un oggetto così piccolo,"5,0"
Idea regalo,"L ho regalato per Natale ad una famiglia di amici  Ho fatto un figurone, tutti contenti specialmente i figli ","5,0"
Suono pulito,E  poco ingombrante,"4,0"
Ottimo,"Arrivato in perfetto condizioni, facile da installare, casse veramente molto buone Prodotto consigliato ","5,0"
Un vero amico,,"4,0"
Ottima idea regalo,L ho preso come regalo La persona che l ha ricevuto ne è entusiasta ,"5,0"
Ottimo,"Ottimo prodotto ,ma perché non si collega con tv samsung ","5,0"
Funzionante,"Oramai ho vari accessori alexa,aiutano in tante cose,consiglio acquisto","5,0"
Top I A,"Utile, semplice da configurare e efficiente intelligenza artificiale","5,0"
mai più senza,"Ho comperato questo modello di echo dot in offerta ed è stato un ottimo acquisto  Il suono è chiaro, limpido  Le risposte sono rapide ed è faci l instllazione e la configurazione se volete compagnia è un buon aiuto Io lo uso anche per leggere i miei ebook mentre faccio altro in casa Consigliatissimo","5,0"
"Comodissimo, Alexa fa parte della famiglia","Alexa, molto comodo un membro in più in famiglia Canta, riproduce musica , temperatura, meteo ecc  molto comodo con i wi fi ma cn hotspot mobile po meno perché ogni volta devo configurarlo  Migliorerei la connessione con hotspot mobile con smartphone Oltretutto, va benissimo tutto ok  Audio bello potente e suono pulito con bei bassi  Offertissima con black friday ","5,0"
Che per poterlo installare devi avere una connessione Wi-Fi,Mi sono fatto questo regalo natalizio e devo dire che pur avendo avuto delle difficoltà nel poterlo installare per via della configurazione ma poi dopo ce l ho fatta,"5,0"
Perfetto,"E stato un regalo, e sono molto contenti, ha molte funzioni, lo usa sempre, mette musica canta canzoncine, barzellette e c è anche la sfera magica, è stupendo, l acquisto migliore che potessi fare","5,0"
Entusiasta!,"Ne ho già un modello datato e questo, preso durante il black friday, non era indispensabile     ma non tornerei indietro  La qualità dell audio è superiore e sentire alexa nel primo modello e poi nel secondo      è come se avesse fatto un corso di dizione  con i bassi più profondi e caldi   DFantastico ","5,0"
Ottimo prodoto,Facile da gestire,"5,0"
Buon prodotto,"Ottima qualità audio, estetica piacevole, funzionamento perfetto","4,0"
Utilissimo,"È il sesto che compro  Si integra perfettamente con i suoi fratelli  Utilissimo per mille usi  Dalla   robotizzazione  della casa ,come agenda,sveglia,in cucina ecc ecc","5,0"
Ottimo!,"Presa per il black Friday, a quel prezzo è da prendere ","4,0"
Alexa,Il top condigliatissimo,"5,0"
Nuova alexa 5° generazione,"Perfettamente funzionante, facile da istallare e usare  Un valido supporto in casa  Ho collegato il sistema di allarme e le lampadine ","5,0"
Dispositivo intelligente fantastico !!!!,"Dispositivo intelligente fantastico dotato di una sonorità, viste le dimensioni, superba  Va detto che per renderla efficiente al 100  ci vuole un po  di tempo, specialmente per la musica che può essere sincronizzata anche da spotfy e ascoltata da molte radio tramite da App Alexa  Si può chiedere tutto ad Alexa, o quasi, chi non la prova non ci crede    ","5,0"
Una garanzia,"Dopo averlo ricevuto , ho deciso di acquistarlo per fare un regalo utile  Questa nuova versione è decisamente superiore alla precedente    ottimo prodotto","5,0"
Ok,Perfetto,"4,0"
pratico,nuove casse in sostituzione della serie 3,"4,0"
Eccellente,X me,"4,0"
Importante la composizione delle SKILL,"Buon disegno, ottimo saund ","4,0"
Buon prodotto,Buon prodotto,"4,0"
buono,utile e fa molta compagnia,"4,0"
"Alexa, utile assistente","Ho acquistato Alexa avendo ponderato se mi servisse effettivamente in casa e devo dire che in questo piccolo periodo da quando l ho acquistato mi ha sorpreso molto  Audio abbastanza forte e chiaro, configurazione facilissima, alcune skill dovrebbero essere migliorate ma per il momento mi ritengo molto soddisfatto dell acquisto ","5,0"
Bello e funzionale,"Facile da installare, bello e funzionale  Mi piace","4,0"
Ottimo,"Ottima idea  Ne ho comprate 2 perchè è divertente, utile, facile , comodissima","5,0"
Bello peccato non esce l'alimentatore per usarlo senza filo,Bello peccato non esce l alimentatore per usarlo,"4,0"
Ottimo prodotto,Il prodotto è perfettamente funzioneOttima qualità prezzo,"5,0"
Non male,"Ho acquistato Alexa per la comodità di non dover avere sempre il telefono in mano per riprodurre i brani  Ideale,facile da istallare e voce chiara l unica pecca che se chiedi un brano specifico ti dice di entrare nel servizio a pagamento ","5,0"
Estetica veramente bella,L estetica del prodotto è proprio bella  E  facilmente collocabile in ogni ambiente sia moderno che antico  L ho acquistato per fare un regalo di Natale a miei genitori  Ben accetto e utilissimo,"5,0"
Ottimo,Ottimo per rendere più Smart la tua casa Alexa ha sempre la risposta pronta a tutto e con i vari accessori può essere sia utile che divertente,"5,0"
Restituisce un ottimo feel al tatto.,"Non ha bisogno di presentazioni, ho iniziato a domotizzare la mia casa  approfittando del black friday ho acquistato alcuni dispositivi alexa  Echo dot è il dispositivo giusto per gli ambieti meno frequentati , quelli che richiedono meno fronzoli e tanta sostanza sala hobbies, lavanderia,bagno   essenziale e funzionale  nulla da invidiare alla versione con l orologio ","5,0"
Top,"Ormai ho casa piena  che dire  Stupendo, utile, divertente  ","5,0"
Piccolo bello utilissimo,Mi è piaciuto tutto,"5,0"
sfiziosa,"sicuramente non è indispensabile ma avere Alexa in casa è un sfizio, molto carina e a mio parere tiene anche compagnia  la utilizzo principalmente per ascoltare la musica e mi trovo bene perchè quando sono impegnata in cucina non ho bisogno di toccare nulla per cambiare canzone ","5,0"
Facile e utile,Finché non lo hai non sai quanto ti è utile  Io lo uso come interfono tra i piani della casa e altro,"5,0"
Perfetta,"Ottimo prodotto,     l app è facilissima basta seguire le indicazioni,suono molto pulito e potenza ottimoa","5,0"
Buono,Da compagnia,"4,0"
Intelligente facile da installare,Riconosce la voce facilmente la musica è ottima e fard la lista della spesa senza dimenticarla a casa mi è utile,"5,0"
