Title,Body,Stars,Polarity,Polarity_Text
microfono migliorato e sensore di temperatura ,                    impossibile caricare il contenuto multimediale                    alexa   ancora pi  reattiva nella sua quinta versione  ora ha anche un sensore di temperatura che potr  dirvi grandi gradi ci sono nella vostra stanza  il microfono inoltre   pi  ricettivo   la configurazione   pi  rapida se associate il vostro account gi  all acquisto   rimane ancora un po  limitata su alcune cose ,"5,0",-0.0684,Bad
semplicemente perfetto,semplice da installare  riconosce bene la voce di qualsiasi persona  l audio   molto buono per un oggetto cos  piccolo,"5,0",0.25,Good
fantastico,fantastico,"5,0",0.0514,Good
alexa,suono perfetto ed esteticamente molto carino,"5,0",0.25,Good
buono,buono,"4,0",0.25,Good
funziona bene,ottima,"5,0",0.25,Good
efficienza,per ascoltare musica,"4,0",0.25,Good
suono pulito,e  poco ingombrante,"4,0",0.25,Good
comodo,utile da viaggio,"5,0",0.25,Good
ottimo,tutto come descritto,"5,0",0.25,Good
un vero amico,,"4,0",0.25,Good
qualit  prezzo top,ti regala moltissime informazioni in istantanea  ti permette di ascoltare tutti i tipi di musica a tuo piacimento ,"5,0",0.2202,Good
mai pi  senza,ho comperato questo modello di echo dot in offerta ed   stato un ottimo acquisto  il suono   chiaro  limpido  le risposte sono rapide ed   faci l instllazione e la configurazione se volete compagnia   un buon aiuto io lo uso anche per leggere i miei ebook mentre faccio altro in casa consigliatissimo,"5,0",0.25,Good
comodissimo  alexa fa parte della famiglia,alexa  molto comodo un membro in pi  in famiglia canta  riproduce musica   temperatura  meteo ecc  molto comodo con i wi fi ma cn hotspot mobile po meno perch  ogni volta devo configurarlo  migliorerei la connessione con hotspot mobile con smartphone oltretutto  va benissimo tutto ok  audio bello potente e suono pulito con bei bassi  offertissima con black friday ,"5,0",-0.086,Bad
che per poterlo installare devi avere una connessione wi fi,mi sono fatto questo regalo natalizio e devo dire che pur avendo avuto delle difficolt  nel poterlo installare per via della configurazione ma poi dopo ce l ho fatta,"5,0",-0.1335,Bad
perfetto,e stato un regalo  e sono molto contenti  ha molte funzioni  lo usa sempre  mette musica canta canzoncine  barzellette e c   anche la sfera magica    stupendo  l acquisto migliore che potessi fare,"5,0",0.186,Good
buon prodotto,ottima qualit  audio  estetica piacevole  funzionamento perfetto,"4,0",0.25,Good
una certezza,articolo funzionante   ottimo come compagnia per musica   meteo   lista della spesa  e ottimo come hub per comandi domotici  molto intuitivo si configura in   minuti,"5,0",0.25,Good
buono ma non troppo,prodotto comprato da un paio di mesi  scegliendo una versione pi  nuova di un echo acquistato qualche anno fa  ma a parte la qualit  del suono che effettivamente   migliore per il resto non ha nulla da invidiare rispetto a una generazione pi  vecchia  spesso e volentieri non ascolta e nemmeno risponde  ho provato gi  due volte a resettarlo ma non cambia praticamente nulla,"3,0",0.186,Good
ottimo prodotto,ottimo prodotto  facile installazione e molto comodo,"4,0",0.25,Good
ottimo ,presa per il black friday  a quel prezzo   da prendere ,"4,0",0.25,Good
dispositivo intelligente fantastico     ,dispositivo intelligente fantastico dotato di una sonorit   viste le dimensioni  superba  va detto che per renderla efficiente al      ci vuole un po  di tempo  specialmente per la musica che pu  essere sincronizzata anche da spotfy e ascoltata da molte radio tramite da app alexa  si pu  chiedere tutto ad alexa  o quasi  chi non la prova non ci crede    ,"5,0",-0.29,Bad
una sicurezza,possiedo gi  altri   echo dot    generazione  quindi conosco molto bene il prodotto ed anche l installazione   stata immediata ho fatto l upgrade comprando la    generazione sicuro di tutto i miglioramenti  ,"5,0",0.25,Good
elegantwle,design elegante ed ottima qualit  audio,"4,0",0.25,Good
se piace l estetista   un ottimo prodotto,non ero convinto dell acquisto  non   piccolo come il vecchio dot  non   grande e performante come il plus  personalmente non apprezzo particolarmente nemmeno la forma sferica una volta installato non   brutto come pensavo  ma soprattutto funziona benissimo  anche l audio ben sopra le aspettative bella sorpresa,"5,0",0.25,Good
indispensabile,audio fantastico  facile da usare  stile elegante,"4,0",0.0911,Good
eccellente,x me,"4,0",0.25,Good
importante la composizione delle skill,buon disegno  ottimo saund ,"4,0",0.25,Good
buon prodotto,buon prodotto,"4,0",0.25,Good
un buon acquisto,ero una delle poche che ancora non ce l aveva  la utilizzo principalmente per la diffusione del suono e per ascoltare musica ,"5,0",0.25,Good
alexa  utile assistente,ho acquistato alexa avendo ponderato se mi servisse effettivamente in casa e devo dire che in questo piccolo periodo da quando l ho acquistato mi ha sorpreso molto  audio abbastanza forte e chiaro  configurazione facilissima  alcune skill dovrebbero essere migliorate ma per il momento mi ritengo molto soddisfatto dell acquisto ,"5,0",-0.0112,Bad
idea regalo,l ho regalato per natale ad una famiglia di amici  ho fatto un figurone  tutti contenti specialmente i figli ,"5,0",0.25,Good
bello e funzionale,facile da installare  bello e funzionale  mi piace,"4,0",0.25,Good
ottimo,arrivato in perfetto condizioni  facile da installare  casse veramente molto buone prodotto consigliato ,"5,0",0.25,Good
non male,ho acquistato alexa per la comodit  di non dover avere sempre il telefono in mano per riprodurre i brani  ideale facile da istallare e voce chiara l unica pecca che se chiedi un brano specifico ti dice di entrare nel servizio a pagamento ,"5,0",0.25,Good
funzionante,oramai ho vari accessori alexa aiutano in tante cose consiglio acquisto,"5,0",0.25,Good
ottima idea regalo,l ho preso come regalo la persona che l ha ricevuto ne   entusiasta ,"5,0",0.186,Good
ottimo,ottimo prodotto  ma perch  non si collega con tv samsung ,"5,0",0.25,Good
top,ormai ho casa piena  che dire  stupendo  utile  divertente  ,"5,0",-0.1633,Bad
sfiziosa,sicuramente non   indispensabile ma avere alexa in casa   un sfizio  molto carina e a mio parere tiene anche compagnia  la utilizzo principalmente per ascoltare la musica e mi trovo bene perch  quando sono impegnata in cucina non ho bisogno di toccare nulla per cambiare canzone ,"5,0",0.25,Good
entusiasta ,ne ho gi  un modello datato e questo  preso durante il black friday  non era indispensabile     ma non tornerei indietro  la qualit  dell audio   superiore e sentire alexa nel primo modello e poi nel secondo        come se avesse fatto un corso di dizione  con i bassi pi  profondi e caldi   dfantastico ,"5,0",0.25,Good
facile e utile,finch  non lo hai non sai quanto ti   utile  io lo uso come interfono tra i piani della casa e altro,"5,0",0.25,Good
top i a,utile  semplice da configurare e efficiente intelligenza artificiale,"5,0",0.2202,Good
buono,da compagnia,"4,0",0.25,Good
intelligente facile da installare,riconosce la voce facilmente la musica   ottima e fard la lista della spesa senza dimenticarla a casa mi   utile,"5,0",0.25,Good
ci sta,ci pu  stare,"4,0",-0.0593,Bad
fantastica,                    impossibile caricare il contenuto multimediale                  qualche volta non recepisce il messaggio  ma ci sta  ottima per chi   pigro e non ha voglia di alzarsi per mettere della musica in cassa o spegnere le luci ,"5,0",0.186,Good
ottimo,utilissimo,"5,0",0.25,Good
utilissimo,  il sesto che compro  si integra perfettamente con i suoi fratelli  utilissimo per mille usi  dalla   robotizzazione  della casa  come agenda sveglia in cucina ecc ecc,"5,0",0.25,Good
nuova alexa    generazione,perfettamente funzionante  facile da istallare e usare  un valido supporto in casa  ho collegato il sistema di allarme e le lampadine ,"5,0",0.25,Good
pratico,nuove casse in sostituzione della serie  ,"4,0",0.25,Good
una garanzia,dopo averlo ricevuto   ho deciso di acquistarlo per fare un regalo utile  questa nuova versione   decisamente superiore alla precedente    ottimo prodotto,"5,0",0.25,Good
ottimo prodoto,facile da gestire,"5,0",0.25,Good
alexa,il top condigliatissimo,"5,0",0.1309,Good
sempre una certezza,sempre presente in casa per tenermi in allegria e informato con le ultime notizie,"5,0",0.25,Good
ok,perfetto,"4,0",0.2296,Good
buono,utile e fa molta compagnia,"4,0",0.25,Good
bello,cosa dire un buon prodotto simpatico e da acquistare molto prima abbastanza divertente si possono fare tante cose,"5,0",-0.1335,Bad
sfiziosa,stile  qualit  e design,"4,0",0.25,Good
spesso non capisce ci  che si dice,qualche problema nel capire frasi facili,"4,0",0.25,Good
